State,Account length,Area code,International plan,Voice mail plan,Number vmail messages,Total day minutes,Total day calls,Total day charge,Total eve minutes,Total eve calls,Total eve charge,Total night calls,Total night charge,Total intl minutes,Total intl calls,Total intl charge,Customer service calls,Churn,Total Charge
OH,63,415,Yes,Yes,36,199.0,110.0,33.83,291.3,111.0,24.76,92.0,8.89,11.0,6,2.97,1.0,False,42.72
OK,100,415,No,No,0,203.1,96.0,34.53,217.0,126.0,18.45,122.0,8.14,13.5,2,3.65,3.0,False,42.67
NV,53,415,No,No,0,168.8,97.0,28.7,220.3,87.0,18.73,113.0,6.94,10.9,2,2.94,0.0,False,35.64
ID,92,415,Yes,No,0,173.1,140.0,29.43,240.3,105.0,20.43,117.0,10.49,9.0,5,2.43,1.0,False,39.92
MN,139,510,No,No,0,134.4,106.0,22.85,211.3,98.0,17.96,125.0,8.71,10.2,2,2.75,5.0,True,31.560000000000002
SD,110,408,No,Yes,40,202.6,103.0,34.44,118.8,128.0,10.1,98.0,10.57,9.0,9,2.43,2.0,False,45.01
IL,110,408,No,No,0,74.5,117.0,12.67,200.8,98.0,17.07,101.0,8.65,9.8,7,2.65,3.0,False,21.32
WY,215,510,No,No,0,83.6,148.0,14.21,120.9,91.0,10.28,110.0,10.2,10.7,9,2.89,0.0,False,24.41
AL,73,415,No,No,0,192.2,86.0,32.67,168.6,116.0,14.33,87.0,6.29,9.4,6,2.54,1.0,False,38.96
NJ,138,510,No,No,0,220.2,89.0,37.43,88.3,125.0,7.51,79.0,8.79,12.9,5,3.48,0.0,False,46.22
NV,137,415,Yes,No,0,135.1,95.0,22.97,134.1,102.0,11.4,81.0,10.04,12.3,2,3.32,2.0,True,33.01
IN,36,415,No,No,0,253.4,77.0,43.08,182.4,151.0,15.5,103.0,12.41,8.4,2,2.27,1.0,False,55.489999999999995
WV,85,408,No,No,0,225.0,81.0,38.25,176.9,63.0,15.04,110.0,8.74,7.1,2,1.92,3.0,False,46.99
VA,108,408,No,No,0,198.5,99.0,33.75,267.8,60.0,22.76,75.0,15.97,9.4,3,2.54,0.0,True,49.72
SC,22,408,No,No,0,110.3,107.0,18.75,166.5,93.0,14.15,96.0,9.1,9.5,5,2.57,0.0,False,27.85
RI,107,415,No,Yes,37,60.0,102.0,10.2,102.2,80.0,8.69,106.0,11.78,11.1,3,3.0,0.0,False,21.979999999999997
IN,51,510,No,No,0,214.8,94.0,36.52,149.7,58.0,12.72,66.0,12.75,10.2,5,2.75,0.0,False,49.27
AZ,94,408,No,No,0,181.8,85.0,30.91,202.4,98.0,17.2,97.0,11.07,9.2,2,2.48,4.0,False,41.980000000000004
NM,119,510,No,Yes,23,154.0,114.0,26.18,278.0,137.0,23.63,112.0,10.28,11.8,4,3.19,2.0,False,36.46
OR,33,415,No,Yes,29,157.4,99.0,26.76,117.9,80.0,10.02,79.0,12.56,13.9,11,3.75,4.0,True,39.32
NJ,106,415,No,No,0,207.9,91.0,35.34,172.0,109.0,14.62,143.0,8.63,14.4,7,3.89,4.0,False,43.970000000000006
MS,82,408,No,No,0,207.0,90.0,35.19,232.9,83.0,19.8,108.0,7.76,9.1,8,2.46,3.0,False,42.949999999999996
MI,86,510,No,Yes,41,119.0,101.0,20.23,230.0,134.0,19.55,58.0,10.66,9.5,3,2.57,0.0,False,30.89
TX,97,415,Yes,No,0,143.7,117.0,24.43,273.0,82.0,23.21,81.0,8.02,10.9,3,2.94,0.0,False,32.45
FL,106,408,No,Yes,32,165.9,126.0,28.2,216.5,93.0,18.4,86.0,7.79,14.1,8,3.81,4.0,False,35.99
DC,108,510,No,No,0,138.6,122.0,23.56,172.3,117.0,14.65,92.0,10.42,9.8,3,2.65,1.0,False,33.98
TX,114,415,No,No,0,84.7,118.0,14.4,249.9,86.0,21.24,95.0,8.7,14.5,8,3.92,1.0,False,23.1
KS,92,408,Yes,No,0,62.6,111.0,10.64,180.6,126.0,15.35,80.0,9.98,10.4,2,2.81,1.0,True,20.62
UT,59,510,No,No,0,155.2,79.0,26.38,235.3,123.0,20.0,80.0,7.62,8.7,4,2.35,1.0,False,34.0
MN,24,510,No,Yes,25,164.9,110.0,28.03,209.3,105.0,17.79,55.0,10.4,6.7,9,1.81,1.0,False,38.43
IL,151,408,No,No,0,134.5,88.0,22.87,143.1,112.0,12.16,61.0,10.08,15.4,1,4.16,1.0,False,32.95
NM,117,415,No,No,0,143.3,103.0,24.36,211.3,108.0,17.96,96.0,8.33,11.5,3,3.11,1.0,False,32.69
SC,78,510,No,No,0,168.3,110.0,28.61,221.2,73.0,18.8,136.0,10.85,12.5,1,3.38,1.0,False,39.46
NC,155,408,No,No,0,262.4,55.0,44.61,194.6,113.0,16.54,85.0,6.59,8.3,6,2.24,2.0,False,51.2
WV,114,510,No,Yes,30,206.2,79.0,35.05,260.0,91.0,22.1,83.0,13.12,11.4,6,3.08,1.0,False,48.169999999999995
RI,114,510,No,Yes,28,225.8,94.0,38.39,193.0,117.0,16.41,100.0,10.46,8.4,9,2.27,4.0,False,48.85
NH,119,408,No,No,0,138.3,89.0,23.51,170.5,78.0,14.49,98.0,11.88,13.5,6,3.65,3.0,False,35.39
MO,64,510,No,Yes,48,94.4,104.0,16.05,136.2,101.0,11.58,89.0,6.63,4.5,4,1.22,0.0,False,22.68
MA,118,408,Yes,No,0,160.0,123.0,27.2,175.4,96.0,14.91,99.0,8.32,9.9,3,2.67,2.0,False,35.519999999999996
PA,101,415,No,No,0,206.6,105.0,35.12,224.9,117.0,19.12,100.0,11.25,14.6,3,3.94,0.0,False,46.37
OK,117,415,No,No,0,134.7,121.0,22.9,180.0,83.0,15.3,104.0,9.04,7.7,3,2.08,1.0,False,31.939999999999998
AL,49,415,No,Yes,28,214.4,78.0,36.45,235.2,100.0,19.99,107.0,9.28,8.0,13,2.16,3.0,False,45.730000000000004
WY,139,415,No,No,0,192.8,104.0,32.78,234.4,96.0,19.92,101.0,9.14,13.0,3,3.51,3.0,False,41.92
PA,92,408,No,Yes,28,151.1,90.0,25.69,194.8,79.0,16.56,114.0,10.76,10.0,3,2.7,1.0,False,36.45
WA,83,415,No,No,0,221.4,103.0,37.64,231.8,103.0,19.7,100.0,5.51,9.8,5,2.65,3.0,False,43.15
HI,148,510,Yes,No,0,218.9,88.0,37.21,208.0,85.0,17.68,99.0,9.15,11.1,4,3.0,0.0,False,46.36
SD,144,408,No,Yes,48,189.8,96.0,32.27,123.4,67.0,10.49,106.0,9.64,6.5,2,1.76,2.0,True,41.910000000000004
AL,131,415,No,Yes,25,192.7,85.0,32.76,225.9,105.0,19.2,59.0,11.44,10.9,6,2.94,2.0,False,44.199999999999996
VT,146,510,Yes,No,0,204.4,135.0,34.75,219.1,90.0,18.62,114.0,10.02,10.5,6,2.84,3.0,False,44.769999999999996
MT,143,415,No,No,0,172.3,97.0,29.29,174.0,108.0,14.79,119.0,8.47,13.0,4,3.51,2.0,False,37.76
MN,81,415,No,No,0,198.4,93.0,33.73,210.9,108.0,17.93,71.0,8.7,10.4,6,2.81,2.0,False,42.42999999999999
AK,48,415,No,Yes,37,211.7,115.0,35.99,159.9,84.0,13.59,80.0,6.48,12.2,1,3.29,1.0,False,42.47
MI,86,415,No,Yes,28,221.6,74.0,37.67,288.4,100.0,24.51,105.0,10.81,9.0,2,2.43,1.0,False,48.480000000000004
DE,71,415,No,No,0,197.9,108.0,33.64,181.5,109.0,15.43,56.0,12.66,6.7,5,1.81,3.0,False,46.3
SD,145,408,No,Yes,24,147.5,90.0,25.08,175.7,108.0,14.93,102.0,11.34,15.6,3,4.21,2.0,False,36.42
MI,137,510,No,No,0,206.4,122.0,35.09,128.0,102.0,10.88,84.0,8.75,8.8,5,2.38,2.0,False,43.84
KS,137,408,No,No,0,205.9,88.0,35.0,209.3,86.0,17.79,84.0,13.05,14.5,4,3.92,2.0,False,48.05
AL,167,510,No,No,0,207.6,88.0,35.29,132.4,63.0,11.25,98.0,11.48,14.1,5,3.81,0.0,False,46.769999999999996
OK,89,510,No,No,0,303.9,95.0,51.66,260.9,114.0,22.18,89.0,14.04,5.3,3,1.43,1.0,True,65.69999999999999
CT,199,415,No,Yes,34,230.6,121.0,39.2,219.4,99.0,18.65,94.0,13.47,8.0,2,2.16,0.0,False,52.67
NE,132,510,No,No,0,99.5,110.0,16.92,129.1,80.0,10.97,124.0,5.63,9.7,3,2.62,0.0,False,22.55
WI,94,510,No,No,0,177.1,112.0,30.11,194.0,112.0,16.49,108.0,6.6,5.9,4,1.59,1.0,False,36.71
CT,96,415,No,Yes,37,172.7,93.0,29.36,120.1,116.0,10.21,86.0,9.72,10.3,5,2.78,5.0,True,39.08
WI,96,510,No,Yes,18,172.7,86.0,29.36,133.4,113.0,11.34,70.0,11.68,9.8,3,2.65,1.0,False,41.04
IN,166,510,No,No,0,204.2,115.0,34.71,179.9,152.0,15.29,109.0,9.76,9.5,5,2.57,1.0,False,44.47
DC,74,415,No,No,0,85.7,83.0,14.57,247.7,67.0,21.05,85.0,6.41,10.1,5,2.73,2.0,False,20.98
AR,36,415,No,No,0,157.6,117.0,26.79,184.3,58.0,15.67,99.0,10.82,11.9,1,3.21,0.0,False,37.61
ME,113,415,No,No,0,215.5,129.0,36.64,218.7,117.0,18.59,91.0,9.32,6.6,9,1.78,4.0,False,45.96
MN,94,415,No,No,0,181.5,98.0,30.86,199.9,88.0,16.99,114.0,12.95,6.6,5,1.78,1.0,False,43.81
MD,67,415,No,No,0,171.7,80.0,29.19,110.4,81.0,9.38,111.0,8.79,11.9,4,3.21,2.0,False,37.980000000000004
FL,127,415,No,No,0,266.6,106.0,45.32,264.8,168.0,22.51,119.0,9.32,5.9,2,1.59,1.0,True,54.64
RI,121,408,No,No,0,170.4,108.0,28.97,350.5,68.0,29.79,87.0,13.37,11.2,3,3.02,0.0,True,42.339999999999996
IA,158,415,No,No,0,158.0,106.0,26.86,292.5,114.0,24.86,89.0,10.85,9.1,4,2.46,1.0,False,37.71
AZ,136,510,No,No,0,92.0,117.0,15.64,253.6,77.0,21.56,90.0,9.63,10.3,10,2.78,1.0,False,25.270000000000003
MO,196,415,No,No,0,234.0,109.0,39.78,249.5,114.0,21.21,70.0,7.79,9.1,5,2.46,2.0,False,47.57
VT,113,415,No,No,0,272.1,111.0,46.26,268.5,118.0,22.82,105.0,9.62,8.5,10,2.3,1.0,True,55.879999999999995
IN,122,408,No,No,0,296.4,99.0,50.39,214.8,89.0,18.26,107.0,6.03,11.4,3,3.08,4.0,True,56.42
RI,112,510,No,No,0,194.4,101.0,33.05,190.3,82.0,16.18,107.0,8.25,11.4,2,3.08,0.0,False,41.3
SD,209,415,No,No,0,227.2,128.0,38.62,258.4,92.0,21.96,74.0,8.26,8.9,4,2.4,3.0,False,46.879999999999995
MN,62,415,No,No,0,248.7,109.0,42.28,220.0,118.0,18.7,78.0,11.96,13.2,2,3.56,1.0,True,54.24
TX,110,415,No,Yes,38,236.3,102.0,40.17,195.9,112.0,16.65,82.0,8.26,9.7,6,2.62,1.0,False,48.43
VA,16,510,No,No,0,205.6,69.0,34.95,169.5,93.0,14.41,64.0,9.9,10.9,3,2.94,0.0,False,44.85
MA,73,408,No,No,0,94.1,136.0,16.0,280.3,122.0,23.83,77.0,9.23,9.8,4,2.65,0.0,False,25.23
ID,128,408,No,No,0,125.2,99.0,21.28,205.4,107.0,17.46,111.0,11.45,18.9,2,5.1,0.0,False,32.730000000000004
MA,39,408,No,No,0,60.4,158.0,10.27,306.2,120.0,26.03,46.0,5.58,12.4,3,3.35,1.0,False,15.85
GA,103,415,No,Yes,28,121.0,105.0,20.57,270.4,100.0,22.98,76.0,7.22,7.7,4,2.08,2.0,False,27.79
RI,119,415,No,Yes,29,117.8,66.0,20.03,256.8,114.0,21.83,76.0,6.64,7.6,3,2.05,3.0,False,26.67
ID,173,510,No,Yes,21,232.4,96.0,39.51,211.9,118.0,18.01,102.0,12.29,5.0,5,1.35,3.0,False,51.8
SD,128,510,Yes,Yes,32,223.5,81.0,38.0,188.8,74.0,16.05,101.0,6.97,9.4,2,2.54,2.0,True,44.97
MA,86,510,No,No,0,176.3,79.0,29.97,259.2,97.0,22.03,78.0,12.93,6.2,3,1.67,0.0,False,42.9
WY,114,415,No,Yes,32,125.2,79.0,21.28,177.8,105.0,15.11,89.0,10.46,12.9,3,3.48,1.0,False,31.740000000000002
VA,104,408,No,No,0,138.7,107.0,23.58,256.9,113.0,21.84,74.0,10.57,10.0,3,2.7,0.0,False,34.15
OR,148,415,No,No,0,86.3,134.0,14.67,246.6,92.0,20.96,91.0,11.32,11.3,4,3.05,1.0,False,25.990000000000002
VA,129,408,No,No,0,207.0,91.0,35.19,154.9,121.0,13.17,112.0,11.03,13.4,5,3.62,3.0,False,46.22
ME,100,510,No,Yes,30,58.8,104.0,10.0,219.5,107.0,18.66,118.0,6.85,7.1,3,1.92,0.0,False,16.85
AL,121,408,No,Yes,35,68.7,95.0,11.68,209.2,69.0,17.78,42.0,8.88,11.4,4,3.08,1.0,False,20.560000000000002
GA,143,408,No,Yes,33,239.2,109.0,40.66,235.5,112.0,20.02,95.0,7.03,9.5,4,2.57,1.0,False,47.69
IA,76,510,No,No,0,198.3,130.0,33.71,217.1,86.0,18.45,96.0,8.48,12.5,3,3.38,0.0,False,42.19
AZ,158,510,No,No,0,205.2,97.0,34.88,240.6,77.0,20.45,108.0,3.59,14.4,12,3.89,0.0,False,38.47
FL,116,510,No,No,0,192.1,98.0,32.66,312.9,135.0,26.6,94.0,5.86,7.9,2,2.13,3.0,False,38.519999999999996
MT,54,415,No,No,0,272.6,83.0,46.34,248.7,74.0,21.14,111.0,8.88,9.5,2,2.57,1.0,True,55.220000000000006
AL,86,415,No,No,0,128.3,121.0,21.81,197.1,93.0,16.75,152.0,6.23,12.2,5,3.29,7.0,True,28.04
DE,108,510,No,No,0,169.6,99.0,28.83,264.1,87.0,22.45,78.0,9.28,9.3,4,2.51,0.0,False,38.11
MT,66,510,No,No,0,201.3,95.0,34.22,152.8,66.0,12.99,101.0,10.49,7.5,4,2.03,1.0,False,44.71
KY,151,408,No,Yes,17,214.7,97.0,36.5,138.5,90.0,11.77,44.0,7.61,8.6,4,2.32,1.0,False,44.11
SC,99,510,No,No,0,169.2,70.0,28.76,271.5,77.0,23.08,104.0,7.66,10.6,2,2.86,0.0,False,36.42
WA,55,415,No,No,0,194.1,121.0,33.0,176.6,110.0,15.01,136.0,13.63,7.0,7,1.89,2.0,False,46.63
OR,77,510,No,No,0,233.8,104.0,39.75,266.5,94.0,22.65,104.0,9.57,7.6,3,2.05,2.0,False,49.32
AK,78,408,No,No,0,225.1,67.0,38.27,199.2,127.0,16.93,102.0,7.9,14.6,2,3.94,0.0,False,46.17
GA,89,415,No,No,0,213.0,63.0,36.21,176.6,71.0,15.01,126.0,11.82,9.1,1,2.46,1.0,True,48.03
MN,101,415,No,No,0,183.9,115.0,31.26,255.9,101.0,21.75,145.0,12.38,10.8,11,2.92,1.0,False,43.64
IL,44,415,No,Yes,34,221.8,105.0,37.71,161.7,85.0,13.74,62.0,10.25,14.0,7,3.78,0.0,False,47.96
IN,98,408,No,Yes,21,64.6,98.0,10.98,176.1,86.0,14.97,84.0,11.02,0.0,0,0.0,2.0,False,22.0
SC,64,510,No,Yes,37,154.6,92.0,26.28,83.4,103.0,7.09,99.0,7.47,13.3,3,3.59,1.0,False,33.75
VA,141,415,No,No,0,260.2,131.0,44.23,179.2,120.0,15.23,119.0,6.08,7.2,8,1.94,3.0,False,50.309999999999995
WI,81,415,No,Yes,33,161.6,117.0,27.47,123.0,90.0,10.46,101.0,11.76,12.2,5,3.29,1.0,False,39.23
VT,162,510,No,No,0,220.6,117.0,37.5,155.2,121.0,13.19,89.0,8.4,10.5,11,2.84,1.0,False,45.9
AZ,83,415,No,Yes,41,155.9,122.0,26.5,162.3,107.0,13.8,105.0,5.74,13.1,5,3.54,3.0,False,32.24
FL,100,510,No,No,0,107.0,63.0,18.19,105.7,67.0,8.98,74.0,10.94,12.8,3,3.46,4.0,True,29.130000000000003
AK,59,510,No,No,0,182.5,104.0,31.03,204.7,95.0,17.4,100.0,10.35,11.3,8,3.05,4.0,False,41.38
AR,179,415,Yes,Yes,38,220.1,78.0,37.42,234.3,71.0,19.92,85.0,10.68,10.1,4,2.73,4.0,False,48.1
AR,79,408,No,No,0,152.2,112.0,25.87,177.2,132.0,15.06,87.0,4.34,5.3,3,1.43,1.0,False,30.21
AK,117,415,No,No,0,181.5,95.0,30.86,205.1,88.0,17.43,82.0,9.18,14.7,9,3.97,2.0,False,40.04
MS,64,408,Yes,No,0,236.2,77.0,40.15,218.6,85.0,18.58,97.0,8.73,13.2,2,3.56,2.0,True,48.879999999999995
ME,31,415,No,No,0,166.1,105.0,28.24,79.3,93.0,6.74,98.0,9.62,12.7,2,3.43,1.0,False,37.86
CA,124,408,Yes,No,0,244.6,89.0,41.58,188.8,80.0,16.05,114.0,9.27,11.3,4,3.05,1.0,False,50.849999999999994
NM,122,408,No,Yes,23,134.2,85.0,22.81,227.3,132.0,19.32,96.0,5.51,8.5,2,2.3,2.0,False,28.32
NE,37,408,Yes,Yes,39,149.7,122.0,25.45,211.1,75.0,17.94,90.0,5.14,9.2,4,2.48,1.0,False,30.59
SC,90,408,No,Yes,29,150.1,109.0,25.52,264.7,103.0,22.5,97.0,8.03,5.8,4,1.57,1.0,False,33.55
CO,159,408,Yes,No,0,257.1,53.0,43.71,312.2,127.0,26.54,82.0,8.24,8.8,6,2.38,1.0,True,51.95
DE,148,415,No,No,0,124.4,83.0,21.15,179.7,81.0,15.27,99.0,11.39,11.3,6,3.05,0.0,False,32.54
OH,39,415,No,Yes,36,141.7,121.0,24.09,232.3,113.0,19.75,131.0,9.99,12.0,5,3.24,1.0,False,34.08
MS,77,408,No,No,0,230.0,87.0,39.1,103.2,138.0,8.77,136.0,13.93,11.3,3,3.05,2.0,False,53.03
OK,194,408,No,No,0,162.3,88.0,27.59,213.7,118.0,18.16,81.0,8.64,10.9,2,2.94,0.0,False,36.230000000000004
CO,154,415,No,No,0,350.8,75.0,59.64,216.5,94.0,18.4,100.0,11.43,10.1,9,2.73,1.0,True,71.07
NC,112,415,No,No,0,193.3,96.0,32.86,264.1,123.0,22.45,115.0,5.79,9.1,3,2.46,4.0,False,38.65
MD,45,415,No,No,0,78.2,127.0,13.29,253.4,108.0,21.54,100.0,11.48,18.0,3,4.86,1.0,False,24.77
KS,132,415,No,No,0,83.4,110.0,14.18,232.2,137.0,19.74,114.0,6.6,7.6,5,2.05,1.0,False,20.78
MA,128,415,No,No,0,195.6,99.0,33.25,267.8,120.0,22.76,76.0,7.42,16.0,2,4.32,0.0,False,40.67
NC,135,415,No,No,0,201.8,81.0,34.31,225.0,114.0,19.13,82.0,9.2,10.3,6,2.78,1.0,False,43.510000000000005
NM,56,408,No,No,0,197.0,110.0,33.49,222.8,102.0,18.94,91.0,10.14,10.6,6,2.86,2.0,False,43.63
CA,151,415,Yes,No,0,218.0,57.0,37.06,114.4,88.0,9.72,95.0,12.11,12.4,1,3.35,0.0,True,49.17
NY,32,415,No,No,0,164.8,98.0,28.02,229.9,96.0,19.54,108.0,7.53,14.8,2,4.0,2.0,False,35.55
AZ,90,415,No,No,0,179.2,77.0,30.46,210.7,99.0,17.91,58.0,12.46,9.2,6,2.48,2.0,False,42.92
SD,87,415,No,Yes,21,214.0,113.0,36.38,180.0,114.0,15.3,82.0,6.05,10.6,5,2.86,0.0,False,42.43
DC,138,415,No,No,0,170.5,87.0,28.99,118.2,116.0,10.05,111.0,8.46,11.2,7,3.02,2.0,False,37.45
ND,79,408,No,No,0,205.7,123.0,34.97,214.5,108.0,18.23,106.0,10.17,6.7,18,1.81,1.0,False,45.14
MO,95,415,Yes,No,0,165.5,84.0,28.14,286.2,112.0,24.33,89.0,8.95,11.5,2,3.11,1.0,True,37.09
KS,127,415,No,No,0,221.0,100.0,37.57,160.7,113.0,13.66,96.0,10.49,6.8,4,1.84,2.0,False,48.06
SD,137,510,No,No,0,242.1,118.0,41.16,191.0,93.0,16.24,50.0,9.84,14.7,2,3.97,3.0,False,51.0
OK,97,415,No,No,0,151.6,107.0,25.77,155.4,96.0,13.21,112.0,10.8,14.7,4,3.97,1.0,False,36.57
OR,149,415,Yes,No,0,176.2,87.0,29.95,145.0,81.0,12.33,92.0,11.23,5.7,4,1.54,0.0,False,41.18
IN,117,415,Yes,Yes,22,196.0,82.0,33.32,322.7,82.0,27.43,120.0,10.15,3.7,5,1.0,1.0,False,43.47
OH,84,408,No,No,0,159.5,125.0,27.12,247.1,90.0,21.0,82.0,8.46,7.2,4,1.94,2.0,False,35.58
KS,137,415,No,No,0,230.2,113.0,39.13,220.4,79.0,18.73,111.0,9.21,10.7,7,2.89,4.0,False,48.34
CT,99,415,No,No,0,146.7,64.0,24.94,274.0,99.0,23.29,98.0,14.46,8.9,1,2.4,3.0,False,39.400000000000006
NH,54,510,No,No,0,210.5,102.0,35.79,204.5,83.0,17.38,53.0,5.75,8.5,5,2.3,1.0,False,41.54
WI,85,415,No,No,0,102.0,95.0,17.34,270.2,139.0,22.97,105.0,6.67,10.7,3,2.89,1.0,False,24.009999999999998
MS,150,510,No,No,0,126.0,99.0,21.42,238.5,73.0,20.27,100.0,12.83,10.2,6,2.75,3.0,False,34.25
WV,43,415,No,No,0,168.4,125.0,28.63,243.8,89.0,20.72,102.0,9.66,11.1,2,3.0,1.0,False,38.29
MA,35,415,No,No,0,105.6,129.0,17.95,258.2,129.0,21.95,77.0,9.59,8.7,3,2.35,0.0,False,27.54
MD,98,415,No,No,0,206.5,92.0,35.11,176.2,152.0,14.98,115.0,10.48,12.4,5,3.35,5.0,False,45.59
PA,112,510,No,No,0,217.1,76.0,36.91,205.2,100.0,17.44,91.0,8.36,9.4,3,2.54,2.0,False,45.269999999999996
WI,16,510,No,No,0,229.6,78.0,39.03,205.7,108.0,17.48,91.0,7.48,10.8,2,2.92,0.0,True,46.510000000000005
TN,98,415,No,Yes,22,278.3,89.0,47.31,93.4,143.0,7.94,42.0,4.84,9.7,5,2.62,0.0,False,52.150000000000006
TX,84,408,No,No,0,138.6,102.0,23.56,199.0,93.0,16.92,137.0,9.18,7.8,4,2.11,0.0,False,32.739999999999995
OR,94,415,No,No,0,234.4,103.0,39.85,279.3,109.0,23.74,121.0,10.54,2.0,2,0.54,1.0,True,50.39
IL,84,510,No,No,0,181.5,129.0,30.86,130.7,112.0,11.11,118.0,8.39,8.5,4,2.3,1.0,False,39.25
DC,66,415,No,No,0,167.3,91.0,28.44,230.0,68.0,19.55,118.0,8.63,10.6,5,2.86,1.0,True,37.07
GA,98,415,No,Yes,31,121.0,105.0,20.57,218.9,98.0,18.61,110.0,10.2,12.0,1,3.24,1.0,False,30.77
ID,74,415,No,No,0,221.1,124.0,37.59,110.8,94.0,9.42,112.0,10.8,10.6,3,2.86,0.0,False,48.39
UT,96,408,No,Yes,26,145.8,108.0,24.79,192.2,89.0,16.34,96.0,7.43,9.9,2,2.67,1.0,False,32.22
KY,119,510,No,No,0,222.8,122.0,37.88,163.2,107.0,13.87,112.0,7.23,11.2,6,3.02,1.0,False,45.11
OH,73,415,No,No,0,183.4,80.0,31.18,242.0,115.0,20.57,100.0,9.06,7.5,3,2.03,4.0,False,40.24
WI,92,415,Yes,No,0,264.3,91.0,44.93,160.9,115.0,13.68,73.0,8.94,9.3,5,2.51,0.0,False,53.87
IL,21,415,No,No,0,146.0,78.0,24.82,109.7,79.0,9.32,108.0,11.13,6.8,7,1.84,0.0,False,35.95
DE,122,510,No,No,0,157.1,134.0,26.71,184.9,122.0,15.72,59.0,8.87,8.5,5,2.3,4.0,True,35.58
RI,133,510,Yes,No,0,127.3,108.0,21.64,251.3,81.0,21.36,88.0,6.08,10.3,3,2.78,1.0,False,27.72
TX,145,415,No,No,0,187.9,110.0,31.94,197.0,117.0,16.75,108.0,7.52,4.8,4,1.3,2.0,False,39.46
OR,25,408,No,No,0,178.8,90.0,30.4,141.2,72.0,12.0,99.0,9.14,8.4,5,2.27,2.0,False,39.54
NV,64,415,No,No,0,97.2,80.0,16.52,186.2,90.0,15.83,92.0,8.5,10.4,6,2.81,2.0,False,25.02
NE,85,415,No,No,0,259.8,85.0,44.17,242.3,117.0,20.6,72.0,7.6,5.4,1,1.46,0.0,False,51.77
MS,126,415,No,No,0,256.5,112.0,43.61,199.5,90.0,16.96,122.0,8.47,7.0,5,1.89,3.0,False,52.08
OR,76,415,No,No,0,169.5,77.0,28.82,124.0,87.0,10.54,92.0,9.87,10.0,3,2.7,0.0,False,38.69
DE,113,415,No,No,0,239.7,47.0,40.75,282.9,110.0,24.05,88.0,10.73,8.7,3,2.35,2.0,True,51.480000000000004
DE,224,510,Yes,No,0,171.5,99.0,29.16,160.0,103.0,13.6,102.0,9.56,5.0,2,1.35,1.0,True,38.72
AZ,117,408,No,No,0,239.9,84.0,40.78,174.8,106.0,14.86,93.0,9.43,9.8,2,2.65,0.0,False,50.21
SD,128,408,No,Yes,34,142.3,73.0,24.19,194.8,79.0,16.56,81.0,10.77,16.0,6,4.32,1.0,False,34.96
NV,115,415,No,No,0,184.1,98.0,31.3,327.0,73.0,27.8,106.0,9.56,7.5,6,2.03,2.0,False,40.86
NM,141,415,No,Yes,28,206.9,126.0,35.17,264.4,126.0,22.47,124.0,7.73,9.3,11,2.51,2.0,False,42.900000000000006
MN,51,510,No,No,0,259.9,114.0,44.18,176.2,94.0,14.98,112.0,3.47,15.3,1,4.13,1.0,False,47.65
NJ,100,415,No,No,0,203.8,122.0,34.65,283.1,76.0,24.06,83.0,8.88,12.5,3,3.38,0.0,False,43.53
IN,96,415,No,Yes,45,248.8,124.0,42.3,140.3,77.0,11.93,102.0,11.86,10.3,2,2.78,3.0,False,54.16
DC,112,415,No,Yes,16,221.6,110.0,37.67,130.2,123.0,11.07,108.0,9.0,11.3,3,3.05,1.0,False,46.67
MA,129,510,Yes,No,0,192.9,131.0,32.79,185.5,101.0,15.77,130.0,9.23,10.9,4,2.94,1.0,False,42.019999999999996
ME,163,415,No,No,0,122.4,129.0,20.81,113.4,108.0,9.64,97.0,8.11,12.5,7,3.38,1.0,False,28.919999999999998
NH,67,415,No,Yes,40,104.9,65.0,17.83,216.3,93.0,18.39,128.0,9.78,9.6,9,2.59,1.0,False,27.61
AZ,140,408,No,No,0,173.2,91.0,29.44,196.8,106.0,16.73,128.0,9.42,11.2,5,3.02,3.0,False,38.86
OR,49,510,No,No,0,119.4,69.0,20.3,273.3,92.0,23.23,153.0,9.65,12.4,7,3.35,2.0,False,29.950000000000003
KS,46,510,No,No,0,250.3,100.0,42.55,260.6,90.0,22.15,104.0,8.78,13.3,2,3.59,2.0,True,51.33
NE,148,415,No,No,0,178.3,98.0,30.31,282.6,110.0,24.02,98.0,8.15,11.4,4,3.08,1.0,False,38.46
MI,112,510,No,No,0,243.4,77.0,41.38,182.1,97.0,15.48,94.0,11.66,12.8,2,3.46,1.0,False,53.040000000000006
SC,78,415,No,No,0,155.0,106.0,26.35,175.3,101.0,14.9,125.0,7.0,11.8,5,3.19,2.0,False,33.35
PA,61,408,No,Yes,31,288.7,101.0,49.08,203.8,102.0,17.32,49.0,9.14,8.6,3,2.32,0.0,False,58.22
MT,58,510,No,Yes,29,240.4,80.0,40.87,118.9,91.0,10.11,108.0,7.39,11.2,3,3.02,1.0,False,48.26
NM,155,415,No,No,0,190.3,123.0,32.35,301.3,96.0,25.61,134.0,9.66,8.0,3,2.16,1.0,False,42.010000000000005
OH,100,510,No,No,0,278.0,76.0,47.26,176.7,74.0,15.02,126.0,9.88,8.3,4,2.24,0.0,True,57.14
WY,113,510,No,No,0,155.0,93.0,26.35,330.6,106.0,28.1,123.0,8.52,13.5,3,3.65,1.0,False,34.870000000000005
